uuid,Void/Retire,Fully specified name:es,Short name:es,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Mappings|SAME-AS|PIH|Name,Mappings|SAME-AS|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|SAME-AS|AMPATH,Mappings|NARROWER-THAN|AMPATH,Mappings|SAME-AS|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO,Mappings|BROADER-THAN|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO 2nd,Mappings|SAME-AS|ICD-11-WHO,Mappings|SAME-AS|Liberia MoH,Mappings|NARROWER-THAN|Liberia MoH,Mappings|SAME-AS|org.openmrs.module.emrapi,Mappings|SAME-AS|PIH Malawi,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,_order:90
138010AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hipospadias,,Hypospadias,,A developmental anomaly in the male in which the urethra opens on the underside of the penis or on the perineum.,Diagnosis,N/A,,Hypospadias,7501,138010,,,Q54.9,,,,LB53.Z,,,,,416010008,,
51ba536f-6d36-4c43-9d3c-822f511b31ec,,Hipotiroidismo,,Hypothyroidism,,Low level of thyroid hormone (T4),Finding,N/A,,Hypothyroidism,6357,,,,,E03.9,,,,,,,,40930008,,
122793AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hipovitaminosis A con xeroftalmía,,Xerophthalmia,,"Dryness of the eye surfaces caused by deficiency of tears or conjunctival secretions. It may be associated with vitamin A deficiency, trauma, or any condition in which the eyelids do not close completely.",Diagnosis,N/A,,Xerophthalmia,7640,122793,,,,E50.7,,H19.8,,,,,,69316005,162290004;363677007,
7b11675c-2c20-4fd5-8ccd-a5547f330ebd,,Hipovolemia,,Hypovolemic,,"hypovolemia is a state of decreased blood volume; more specifically, decrease in volume of blood plasma",Diagnosis,N/A,,HYPOVOLEMIC,3274,117315,,,,E86,,,,,,,,28560003,,
138603AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hirsutismo,,Hirsutism,,"Excess hair in females and children with an adult male pattern of distribution. The concept does not include HYPERTRICHOSIS, which is localized or generalized excess hair.",Diagnosis,N/A,,,10091,138603,,,L68.0,,,,,,,,,399939002,,
3ccea1bc-26fe-102b-80cb-0017a47871b2,,Ictericia,,Jaundice,,"Yellowish discoloration of the whites of the eyes, skin, and mucous membranes caused by deposition of bile salts in these tissues. It occurs as a symptom of various diseases, such as hepatitis, that affect the processing of bile.",Diagnosis,N/A,,JAUNDICE,215,136443,,,R17,,,,,,,,,18165001,,
125562AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ideación suicida,,Suicidal thoughts,,Disorders in which the symptoms are distressing to the individual and recognized by him or her as being unacceptable. Social relationships may be greatly affected but usually remain within acceptable limits. The disturbance is relatively enduring or recurrent without treatment.,Diagnosis,Coded,,,10633,125562,,,,R45.8,,,,,,,,225457007,,
aba3e3ef-b63f-4d45-bbea-9fed319610dd,,Impétigo,,Impetigo,,"highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth.",Diagnosis,N/A,,IMPETIGO,3730,137693,,,,L01.0,,,,,,,,,,
155479AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infarto cerebral,,Cerebral infarction,,,Diagnosis,N/A,,,9780,155479,,,I63.9,,,,,,,,,432504007,,
e26d7578-8d90-40f8-9d34-895c6bc53bba,,Infección aguda de las vías respiratorias inferiores,,Acute lower respiratory infection,,Duplicate of retired #3734?,Diagnosis,N/A,,Acute respiratory infections NOS,7215,,,,,J22,,,,,,,,,,
3cccf4a2-26fe-102b-80cb-0017a47871b2,,Infeccion aguda de las vias respiratorias superiores,,Upper respiratory tract infection,,upper respiratory tract infection,Diagnosis,N/A,,Upper respiratory tract infection,106,,,,,J06.9,,,,,,,,,,
3cebab22-26fe-102b-80cb-0017a47871b2,,Infección asintomática de VIH,,Asymptomatic HIV infection,,WHO Stage 1 / CDC Category N Conditions - Asymptomatic HIV Infection,Diagnosis,N/A,,ASYMPTOMATIC HIV INFECTION,5327,5327,,,Z21,,,,,,,,,91947003,,
139502AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,infección de las vías genitourinarias en el embarazo,,Genitourinary Tract Infection in Pregnancy,,,Diagnosis,N/A,,Genitourinary Tract Infection in Pregnancy,7236,139502,,,,O23.9,,,,58 (UTI),,,,267204006,,
3ccca36c-26fe-102b-80cb-0017a47871b2,,Infección de vías urinarias,,Urinary tract infection,,"Bacterial infection of the bladder, ureter, and/or kidney.",Diagnosis,N/A,,URINARY TRACT INFECTION,55,,,,,N39.0,,,,14 (UTI),,,,,,
113169AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,infección por Salmonella,,Salmonella Infection,,An acute enteric infection caused by SALMONELLA TYPHI.,Diagnosis,N/A,,Salmonella Infection,7587,113169,,,,A02.9,,,,,,,,302231008,90974009,
138405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infección por virus de la inmunodeficiencia humana,,Human immunodeficiency virus (HIV) disease,,,Diagnosis,Coded,Unknown;Yes;No,,11197,138405,,,B24,,,,,,,,,86406008,,
129285AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infección postraumática de una herida,,Posttraumatic wound infection,,,Diagnosis,N/A,,,9616,129285,,,T79.3,,,,,,,,,111726004,269406001;212374003,
137251AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,infértil,,Infertile,,,Diagnosis,N/A,,,11410,137251,,,N97.9,,,,,,,,,8619003,,
13ff96a3-7a34-409d-a96b-6fdc383c1443,,Influenza,,"Influenza, virus not identified",,a contagious respiratory illness caused by influenza viruses,Diagnosis,N/A,,INFLUENZA,3731,,,,,J11.1,,,,,,,,6142004,,
3ccfb3b8-26fe-102b-80cb-0017a47871b2,,Inoxicación alimentaria,,"Toxicity, food",,poisoning (usually with GI effects) from ingestion of foodstuffs,Diagnosis,N/A,,TOXICITY FOOD,368,,,,,A05.9,,,,,,,,,,
116743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,insomnio,,Insomnia,,Sleep disorder associated with waking at night.,Diagnosis,N/A,,INSOMNIA,867,116743,867,,,G47.0,,,,,,,,193462001,,
7018a636-4e28-4681-969d-9caf98178abb,,Insuficiencia hepática,,Liver failure,,,Diagnosis,N/A,,LIVER FAILURE,3682,117598,,,K72.9,,,,,,,,,59927004,,
894f306e-a868-44b8-b580-93495e3cca4c,,Insuficiencia renal,,Renal failure,,,Diagnosis,N/A,,RENAL FAILURE,3681,,,,,N19,,,,,,,,,,
130403AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Insuficiencia venosa periférica,,Peripheral Venous Insufficiency,,"Inadequacy of the venous valves and impairment of venous return (venous stasis) usually from the legs, often with edema and sometimes with stasis ulcers at the ankle.",Diagnosis,N/A,,,13607,130403,,,I87.2,,,,,,,,,20696009,,
148143AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,intento de suicidio,,Attempted suicide,,The unsuccessful attempt to kill oneself.,Diagnosis,Coded,,Attempted Suicide,7514,148143,,,,X84,,,,,,,,82313006,,
3ccccc20-26fe-102b-80cb-0017a47871b2,,Intoxicación,,Toxicity,,"Unspecified ingestion, inhalation, or other exposure to a toxic substance",Diagnosis,N/A,,"TOXICITY, NOT OTHERWISE SPECIFIED",83,,,,,T65.9,,,,,,,,75478009,,
136281AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,kernicterus del recién nacido,,Kernicterus of newborn,,"A term used pathologically to describe BILIRUBIN staining of the BASAL GANGLIA; BRAIN STEM; and CEREBELLUM and clinically to describe a syndrome associated with HYPERBILIRUBINEMIA. Clinical features include athetosis, MUSCLE SPASTICITY or hypotonia, impaired vertical gaze, and DEAFNESS. Nonconjugated bilirubin enters the brain and acts as a neurotoxin, often in association with conditions that impair the BLOOD-BRAIN BARRIER (e.g., SEPSIS). This condition occurs primarily in neonates (INFANT, NEWBORN),  but may rarely occur in adults. (Menkes, Textbook of Child Neurology, 5th ed, p613)",Diagnosis,N/A,,,9447,136281,,,,P57.9,,,,,,,,50143004,,
3cde6ab6-26fe-102b-80cb-0017a47871b2,,Kwashiorkor,,Kwashiorkor,Kwashiorkor,"The lack of sufficient energy or protein to meet the body's metabolic demands, as a result of either an inadequate dietary intake of protein, intake of poor quality dietary protein, increased demands due to disease, or increased nutrient losses.",Diagnosis,N/A,,KWASHIORKOR,1819,,,,,E40,,,,,41 (Malnutrition),,,,,
152202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,kwashiorkor marásmico,,Marasmic Kwashiorkor,,,Diagnosis,N/A,,Marasmic Kwashiorkor,7237,152202,,,,E42,,,,,41 (Malnutrition),,,238109004,,
145066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Labio leporino,,Cleft Lip,,Congenital defect in the upper lip where the maxillary prominence fails to merge with the merged medial nasal prominences. It is thought to be caused by faulty migration of the mesoderm in the head region.,Diagnosis,N/A,,,8422,145066,,,,,Q36.9,,,,,,,80281008,,
123455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,leiomioma del útero,,Uterine leiomyoma,,"A benign tumor derived from smooth muscle tissue, also known as a fibroid tumor. They rarely occur outside of the uterus and the gastrointestinal tract but can occur in the skin and subcutaneous tissues, probably arising from the smooth muscle of small blood vessels in these tissues.",Diagnosis,N/A,,,8009,123455,,,D25.9,,,,,,,,,95315005,,
3ccca93e-26fe-102b-80cb-0017a47871b2,,Lepra,,Leprosy,,"A chronic disease caused by infection with an acid-fast bacillus of the genus Mycobacterium (M. leprae) and characterized by the formation of nodules on the surface of the body and especially on the face or by the appearance of tuberculoid macules on the skin that enlarge and spread and are accompanied by loss of sensation followed sooner or later in both types if not treated by involvement of nerves with eventual paralysis, wasting of muscle, and production of deformities and mutilations.",Diagnosis,N/A,,LEPROSY,59,,,,,A30.9,,,,,,,,81004002,,
116341AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,leptospirosis,,Leptospirosis,,,Diagnosis,N/A,,Leptospirosis,7582,116341,,,,A27.9,,,,,,,,77377001,,
143153AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lesión contusa de rodilla,,Crushing Injury of Knee,,,Diagnosis,N/A,,,8450,143153,,,S87.0,,,,,,,,,38128008,,
143151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lesión contusa pierna,,Crushing Injury of Lower Leg,,,Diagnosis,N/A,,,8526,143151,,,,S87.8,,,,,,,,40874009,43422002,
3ccd122a-26fe-102b-80cb-0017a47871b2,,Lesión de cabeza,,Head injury,,"Trauma to the head and skull region, unspecified.",Diagnosis,N/A,,HEAD INJURY,125,116838,,,S09.9,,,,,,16c (other injury),,,82271004,,
136883AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lesión del manguito rotador,,Injury of tendon of the rotator cuff of shoulder,,,Diagnosis,N/A,,,9544,136883,,,,S46.0,,,,,16c (other injury),,,307731004,,
137059AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lesión del plexo braquial,,Injury of Brachial Plexus,,,Diagnosis,N/A,,,8506,137059,,,,S14.3,,,,,,,,6836001,,
124193AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,lesión traumática,,Traumatic Injury,,"Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",Diagnosis,N/A,,Traumatic Injury,7532,124193,,,,T14.9,,,,,,,,417746004,,
3ccea34c-26fe-102b-80cb-0017a47871b2,,Leucemia,,Leukemia,,"Any of various acute or chronic neoplastic diseases of the bone marrow in which unrestrained proliferation of white blood cells occurs, usually accompanied by anemia, impaired blood clotting, and enlargement of the lymph nodes, liver, and spleen.",Diagnosis,N/A,,LEUKEMIA,216,116331,,,C95.9,,,,,,,,,93143009,,
135834AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Leucoplasia de la lengua,,Leukoplakia of tongue,,,Diagnosis,N/A,,,8937,135834,,,,K13.2,,,,,,,,91002001,,
135830AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,leucorrea,,Leukorrhea,,"A whitish, viscid discharge from the vagina and uterine cavity. (Dorland, 27th ed)",Diagnosis,N/A,,Leukorrhea,7619,135830,,,,N89.8,,,,,,,,237101004,,
121999AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Linfadenitis aguda,,Acute Lymphadenitis,,Inflammation of the lymph nodes.,Diagnosis,N/A,,,8477,121999,,,L04.9,,,,,,,,,41174002,19471005,
3cce4c76-26fe-102b-80cb-0017a47871b2,,Linfadenopatía,,Lymphadenopathy,,"Enlarged, firm, or otherwise abnormal lymph nodes usually associated with disease.",Diagnosis,N/A,,LYMPHADENOPATHY,161,,,,,R59.9,,,,,,,,,,
135462AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,linfogranuloma venéreo,,Lymphogranuloma venereum,,"Subacute inflammation of the inguinal lymph glands caused by certain immunotypes of CHLAMYDIA TRACHOMATIS. It is a sexually transmitted disease in the U.S. but is more widespread in developing countries. It is distinguished from granuloma venereum (see GRANULOMA INGUINALE), which is caused by Calymmatobacterium granulomatis.",Diagnosis,N/A,,Lymphogranuloma Venereum,7249,135462,,,,A55,,,,,,,,186946009,,
151834AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Linfoma maligno, no Hodgkin",,"Malignant Lymphoma, Non-Hodgkin's",,A general term for various neoplastic diseases of the lymphoid tissue.,Diagnosis,N/A,,,8435,115195,,,C85.9,,,,,,,,,118601006,,
116104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Linfoma maligno (clínico),,Malignant Lymphoma,,A general term for various neoplastic diseases of the lymphoid tissue.,Diagnosis,N/A,,,9717,116104,,,,C85.9,,,,,,,,118600007,,
135813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,liquen plano,,Lichen Planus,,"An inflammatory, pruritic disease of the skin and mucous membranes, which can be either generalized or localized. It is characterized by distinctive purplish, flat-topped papules having a predilection for the trunk and flexor surfaces. The lesions may be discrete or coalesce to form plaques. Histologically, there is a ""saw-tooth"" pattern of epidermal hyperplasia and vacuolar alteration of the basal layer of the epidermis along with an intense upper dermal inflammatory infiltrate composed predominantly of T-cells. Etiology is unknown.",Diagnosis,N/A,,,10018,135813,,,L43.9,,,,,,,,,4776004,,
135811AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,liquen simple crónico,,Lichen Simplex Chronicus,,"An extremely variable eczematous skin disease that is presumed to be a response to prolonged vigorous scratching, rubbing, or pinching to relieve intense pruritus. It varies in intensity, severity, course, and morphologic expression in different individuals. Neurodermatitis is believed by some to be psychogenic. The circumscribed or localized form is often referred to as lichen simplex chronicus.",Diagnosis,N/A,,,10034,135811,,,L28.0,,,,,,,,,53891004,,
116230AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lordosis,,Lordosis,,"The anterior concavity in the curvature of the lumbar and cervical spine as viewed from the side. The term usually refers to abnormally increased curvature (hollow back, saddle back, swayback). It does not include lordosis as normal mating posture in certain animals ( = POSTURE + SEX BEHAVIOR, ANIMAL).",Diagnosis,N/A,,,9637,116230,,,M40.5,,,,,,,,,61960001,,
112476AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lupus eritematoso sistémico,,Systemic Lupus Erythematosus,,"A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.",Diagnosis,N/A,,,9059,112476,,,M32.9,,,,,,,,,55464009,200936003,
3ccd0f0a-26fe-102b-80cb-0017a47871b2,,Malaria,,Malaria,,"An infectious disease characterized by cycles of chills, fever, and sweating, caused by a protozoan of the genus Plasmodium in red blood cells, which is transmitted to humans by the bite of an infected female anopheles mosquito.",Diagnosis,N/A,,MALARIA,123,116128,,,,B54,,,,1 (Malaria),,,,61462000,,
120049AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Malformación congénita de la espina dorsal,,Congenital anomaly of spinal cord,,,Diagnosis,N/A,,,9587,120049,,,Q06.9,,,,,,,,,81042008,,
120038AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Malformación congénita de la mano,,Congenital Deformity of Hand,,Alterations or deviations from normal shape or size which result in a disfigurement of the hand occurring at or before birth.,Diagnosis,N/A,,,9651,120038,,,Q68.1,,,,,,,,,34111000,,
120080AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Malformacion congenita de miembro(s),,Congenital anomaly of limb,,Congenital structural deformities of the upper and lower extremities collectively or unspecified.,Diagnosis,N/A,,,9546,120080,,,Q74.9,,,,,,,,,60475009,,
120091AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,malformación congénita del aparato genital femenino,,Congenital anomaly of female genital system,,,Diagnosis,N/A,,,8889,120091,,,,,Q52.9,,,,,,,59035004,,
144025AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,malformaciones congénitas múltiples,,Multiple congenital anomalies,,,Diagnosis,N/A,,,9416,144025,,,,,Q89.7,,,,,,,116022009,,
162313AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mania con síntomas psicóticos,,Mania with psychotic symptoms,,,Diagnosis,N/A,,Mania with psychotic symptoms,9520,162313,,,,F30.2,,,,,45 (Mood disorder),,,,231494001,
162314AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mania sin síntomas psicóticos,,Mania without psychotic symptoms,,,Diagnosis,N/A,,Mania without psychotic symptoms,9518,162314,,,,F30.1,,,,,45 (Mood disorder),,,,231494001,
3cde693a-26fe-102b-80cb-0017a47871b2,,Marasmo,,Marasmus,Marasmus,A type of malnutrition,Diagnosis,N/A,,MARASMUS,1818,,,,,E41,,,,,41 (Malnutrition),,,,,
3ccd029e-26fe-102b-80cb-0017a47871b2,,Mastitis,,Mastitis,,"Inflammation of the mammary gland, usually caused by infection.",Diagnosis,N/A,,MASTITIS,115,,,,,N61,,,,,,,,45198002,,
118189AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mastopatía fibroquística difusa,,Diffuse Cystic Mastopathy,,A chronic disorder comprising three variants which range from lesions consisting primarily of an overgrowth of fibrous tissue to those characterized by dominance of the proliferation of the epithelial parenchyma to a form of dysplasia characterized by both stromal and epithelial hyperplasia with the formation of cysts.,Diagnosis,N/A,,,8318,118189,,,N60.1,,,,,,,,,27431007,,
145659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,melasma,,Chloasma,,Disorders of increased melanin pigmentation that develop without preceding inflammatory disease.,Diagnosis,N/A,,,10032,145659,,,L81.1,,,,,,,,,36209000,,
134394AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Melena,,Melaena,,"Black, tarry feces containing digested blood.",Diagnosis,N/A,,,8309,134394,,,K92.1,,,,,,,,,2901004,,
121255AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,meningitis bacteriana,,Bacterial meningitis,,"Bacterial infections of the leptomeninges and subarachnoid space, frequently involving the cerebral cortex, cranial nerves, cerebral blood vessels, spinal cord, and nerve roots. The type of causative organism varies with age and clinical status (e.g., post-operative, immunodeficient, or post-traumatic states). Clinical manifestations include the acute onset of fever, stiff neck, altered mentation, seizures, and focal neurologic deficits. Death may occur within 24 hours of disease onset. Pathologic features include a purulent exudate in the subarachnoid space, and diffuse inflammation of neural and vascular structures. (From Joynt, Clinical Neurology, 1994, Ch24, pp1-5)",Diagnosis,N/A,,Bacterial meningitis,7644,121255,997,,,G00.9,,,,,18 (Meningitis ),,1358,95883001,,
fac0b0d9-945b-40a9-a865-2176f61f6059,,Meningitis viral,,Viral Meningitis,,Meningitis due to virus.,Diagnosis,N/A,,VIRAL MENINGITIS,3110,,,,,A87.9,,,,,18 (Meningitis ),,,,,
893b3489-a3f1-49a2-85ca-85c4e96731fa,,Meningococemia,,Meningococcemia,,,Diagnosis,N/A,,Meningococcemia,7624,,,,,A39.4,,,,,,,,,,
115451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,micetoma,,Mycetoma,,"A disease caused by various fungi (Madurella mycetomi) or actinomycetes (Nocardia brasiliensis). It usually affects the foot, hand, and legs with tissues becoming necrosed and swollen after infection.",Diagnosis,N/A,,,10072,115451,,,B47.9,,,,,,,,,95881004,,
3cce5c48-26fe-102b-80cb-0017a47871b2,,Micosis,,Fungal Infection,,unspecified infection with a fungus,Diagnosis,N/A,,FUNGAL INFECTION,171,,,,,B49,,,,,,,,,,
134213AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,microcéfalo,,Microcephalus,,"Abnormal smallness of the head, usually associated with mental retardation. (Dorland, 27th ed)",Diagnosis,N/A,,Microcephalus,7173,134213,,,Q02,,,,,,,,,1829003,,
133709AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mieloma multiple,,Multiple Myeloma,,"A malignant tumor of plasma cells usually arising in the bone marrow; characterized by diffuse involvement of the skeletal system, hyperglobulinemia, Bence-Jones proteinuria, and anemia.",Diagnosis,N/A,,,8462,133709,,,C90.0,,,,,,,,,109989006,,
136f3581-2d4e-42a2-ad86-6b48a334d881,,Migraña,,"Headache, Migraine",,a form of vascular headache. Migraine headache is caused by a combination of vasodilatation (enlargement of blood vessels) and the release of chemicals from nerve fibers that coil around the blood vessels.,Diagnosis,N/A,,MIGRAINE,3725,,,,,G43.9,,,,,,,,,,
134132AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Miliaria cristalina,,Miliaria Crystallina,,"A syndrome of cutaneous changes associated with sweat retention and extravasation of sweat at different levels in the skin. Miliaria rubra, or prickly heat, results from apocrine duct obstruction. The sweat then seeps into the epidermis, producing pruritic erythematous papulovesicles. (From Dorland, 27th ed)",Diagnosis,N/A,,,10086,134132,,,L74.1,,,,,,,,,44279002,,
121936AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,miocarditis aguda,,Acute Myocarditis,,"Inflammation of the muscular walls of the heart. (Stedman, 25th ed)",Diagnosis,N/A,,Acute Myocarditis,7601,121936,,,,I40.9,,,,,32 (Heart disease),,,46701001,,
3cd80928-26fe-102b-80cb-0017a47871b2,,Molusco contagioso,,Molluscum contagiosum,,"An infectious disease of the skin caused by a virus of the family Poxviridae and characterized by the appearance of small, pearly, umbilicated papular epithelial lesions containing many inclusion bodies.",Diagnosis,N/A,,MOLLUSCUM CONTAGIOSUM,1212,1212,,,B08.1,,,,,,,,,40070004,,
3cce5478-26fe-102b-80cb-0017a47871b2,,Mordida de perro,,Dog bite,,Bitten by a dog.,Diagnosis,N/A,,Dog bite,166,,,,,T14.1,,,,,,,,,,
133473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,náuseas y vómitos,,Nausea and Vomiting,,The forcible expulsion of the contents of the stomach through the mouth.,Diagnosis,N/A,,,11210,133473,,6234,R11,,,,,,,,,16932000,,
3cccc068-26fe-102b-80cb-0017a47871b2,,Neoplasia,,Neoplasm,,"Unspecified growths (tumors), benign or malignant.",Diagnosis,N/A,,NEOPLASM,75,115332,,,,D48.9,,,,39 (Tumor),,,,55342001,,
115359AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,neoplasia del encéfalo,,Neoplasm of brain,,"Neoplasms of the intracranial components of the central nervous system, including the cerebral hemispheres, basal ganglia, hypothalamus, thalamus, brain stem, and cerebellum. Brain neoplasms are subdivided into primary (originating from brain tissue) and secondary (i.e., metastatic) forms. Primary neoplasms are subdivided into benign and malignant forms. In general, brain tumors may also be classified by age of onset, histologic type, or presenting location in the brain.",Diagnosis,N/A,,,9442,115359,,,D43.2,,,,,,,,,126952004,25173007,
145809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Neoplasia intraepitelial cervical grado I, (NIC I)",,Cervical Intraepithelial Neoplasia Grade 1,,A spectrum of histologic changes in the epithelium of the cervix uteri which may begin as a superficial lesion and progress to invasive carcinoma.,Diagnosis,N/A,,,8476,145809,,,N87.0,,,,,,,,,285836003,,
145807AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Neoplasia intraepitelial cervical grado II, (NIC II)",,Cervical Intraepithelial Neoplasia Grade 2,,A spectrum of histologic changes in the epithelium of the cervix uteri which may begin as a superficial lesion and progress to invasive carcinoma.,Diagnosis,N/A,,,8492,145807,,,N87.1,,,,,,,,,285838002,,
155259AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Neoplasia lipomatosa benigna,,Benign lipomatous neoplasm,,,Diagnosis,N/A,,,8516,155259,,,D17.9,,,,,,,,,254830006,,
3ccc91c4-26fe-102b-80cb-0017a47871b2,,Neumonía,,Pneumonia,,"An acute or chronic disease marked by inflammation of the lungs and caused by viruses, bacteria, or other microorganisms and sometimes by physical and chemical irritants.  Organism is unspecified in this concept.",Diagnosis,N/A,,PNEUMONIA,43,114100,,,,J18.9,,,,,6 (ARI),,,233604007,,
3cd9c484-26fe-102b-80cb-0017a47871b2,,Neumonía bacteriana,,Bacterial pneumonia,,Bacterial Pneumonia,Diagnosis,N/A,,,1350,121252,,,,J15.9,,,,,6 (ARI),,,,,
123098AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,neumonía viral,,Viral pneumonia,,"Pneumonia caused by a virus. (Dorland, 28th ed)",Diagnosis,N/A,,,8872,123098,,,J12.9,,,,,,6 (ARI),,,75570004,,
133126AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,neuralgia,,Neuralgia,,"A common nonarticular rheumatic syndrome characterized by myalgia and multiple points of focal muscle tenderness to palpation (trigger points). Muscle pain is typically aggravated by inactivity or exposure to cold. This condition is often associated with general symptoms, such as sleep disturbances, fatigue, stiffness, HEADACHES, and occasionally DEPRESSION. There is significant overlap between fibromyalgia and the chronic fatigue syndrome (FATIGUE SYNDROME, CHRONIC). Fibromyalgia may arise as a primary or secondary disease process. It is most frequent in females aged 20 to 50 years. (From Adams et al., Principles of Neurology, 6th ed, p1494-95)",Diagnosis,N/A,,,9702,133126,,,,M79.2,,,,,,,,16269008,,
3cd471be-26fe-102b-80cb-0017a47871b2,,Neuropatía,,Peripheral neuropathy,PN,"A disease or degenerative state (as polyneuropathy) of the peripheral nerves in which motor, sensory, or vasomotor nerve fibers may be affected and which is marked by muscle weakness and atrophy, pain, and numbness.",Diagnosis,N/A,,PERIPHERAL NEUROPATHY,821,118983,,,,G60.9,,,,,,,,302226006,,
115115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,obesidad,,Obesity,,"Increase in body weight beyond skeletal and physical standards as the result of an excessive accumulation of fat in the body. More than two times the ideal weight is considered OBESITY, MORBID.",Diagnosis,N/A,,Obesity,7507,115115,,,,E66.9,,,,,,,,414916001,,
116689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,obstrucción intestinal,,Intestinal Obstruction,,"Any impairment, arrest, or reversal of the normal flow of intestinal contents toward the anus.",Diagnosis,N/A,,,9322,116689,,,K56.6,,,,,,,,,81060008,,
132425AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,oligoamnios,,Oligohydramnios,,,Diagnosis,N/A,,,8016,132425,,,O41.0,,,,,,,,,59566000,,
119938AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Omfalocele,,Omphalocele,,"The protrusion of part of the intestine at the umbilicus (Dorland, 27th ed).",Diagnosis,N/A,,,8548,119938,,,,Q79.2,,,,,,,,18735004,,
132407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,onfalitis del recién nacido,,Omphalitis of the newborn,,,Diagnosis,N/A,,,9432,132407,,,P38,,,,,,,,,42052009,,
