uuid,Void/Retire,Fully specified name:es,Short name:es,Fully specified name:en,Short name:en,Description:es,Data class,Data type,Answers,Members,Mappings|SAME-AS,Mappings|NARROWER-THAN,Mappings|BROADER-THAN
121812AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hepatitis viral aguda tipo B,,Acute Type B Viral Hepatitis,,,Diagnosis,N/A,,,PIH:12074;CIEL:121812;SNOMED CT:76795007;IMO ProblemIT:25832;ICD-10-WHO:B16.9;3BT:30000319;ICPC2:D72,,
138603AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hirsutismo,,Hirsutism,,,Diagnosis,N/A,,,PIH:10091;CIEL:138603;SNOMED CT:399939002;IMO ProblemIT:46412;ICD-10-WHO:L68.0;3BT:10041577;ICPC2:S24,,
116222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,bajo peso al nacer,,Low Birth Weight,,,Diagnosis,N/A,,,PIH:13545;CIEL:116222;SNOMED CT:276610007;IMO ProblemIT:710013,ICD-10-WHO:P07.1,
156407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de cráneo y huesos faciales,,Fracture of skull and facial bones,,,Diagnosis,N/A,,,PIH:8327;CIEL:156407;SNOMED CT:207785000;ICD-10-WHO:S02.9,,
113208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ruptura de manguito rotador,,Rotator Cuff Rupture,,,Diagnosis,N/A,,,PIH:10616;CIEL:113208;SNOMED CT:4106009;IMO ProblemIT:97004,ICD-10-WHO:M75.1,
147375AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dislocación congénita bilateral de cadera,,Bilateral congenital dislocation of hip,,,Diagnosis,N/A,,,PIH:9575;CIEL:147375;SNOMED CT:10155006;IMO ProblemIT:5655;ICD-10-WHO:Q65.1;3BT:10075013;ICPC2:L82,,
3cceb300-26fe-102b-80cb-0017a47871b2,,Sepsis neonatal,,Neonatal sepsis,,,Diagnosis,N/A,,,PIH:226;PIH:NEONATAL SEPSIS;CIEL:226;SNOMED CT:41229001,ICD-10-WHO:P36.9,
122043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gingivitis aguda,,Acute Gingivitis,,,Diagnosis,N/A,,,PIH:8915;CIEL:122043;SNOMED CT:31642005;ICD-10-WHO:K05.0;3BT:10037908;ICPC2:D82,,
42ce6824-84a3-4eef-9f0b-77455439eb1d,,Consejería en sexualidad,,Counseling on sexuality,,,Diagnosis,N/A,,,PIH:14100;ICD-10-WHO:Z70.3,,
115491AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,embarazo múltiple,,Multiple gestation,,,Diagnosis,N/A,,,PIH:7225;PIH:Multiple Gestation;CIEL:115491;SNOMED CT:16356006,ICD-10-WHO:O30.9,
122746AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,enfermedad por virus Zika,,Zika virus disease,,,Diagnosis,N/A,,,PIH:10581;CIEL:122746;SNOMED CT:3928002;IMO ProblemIT:25447;3BT:10049505;ICPC2:A77,ICD-10-WHO:A92.8,
136758AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,sangrado intermenstrual irregular,,Irregular intermenstrual bleeding,,,Diagnosis,N/A,,,PIH:7253;PIH:Intermenstrual Bleeding - Irregular;CIEL:136758;SNOMED CT:314631008;SNOMED CT:64996003;IMO ProblemIT:27603;3BT:10059473,ICD-10-WHO:N92.1,
162316AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Exposición neonatal a sífilis,,Newborn exposure to maternal syphilis,,,Diagnosis,N/A,,,PIH:9524;CIEL:162316;SNOMED CT:444380003;IMO ProblemIT:5722448,ICD-10-WHO:Z20.2;SNOMED CT:206005002,
141064AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,erisipela,,Erysipelas,,,Diagnosis,N/A,,,PIH:10022;CIEL:141064;SNOMED CT:44653001;IMO ProblemIT:24564;ICD-10-WHO:A46;3BT:10030901;ICPC2:S76,,
3cd4eca2-26fe-102b-80cb-0017a47871b2,,Gonorrea,,Gonorrhea,,,Diagnosis,N/A,,,PIH:893;PIH:GONORRHEA;CIEL:117767;SNOMED CT:15628003;ICD-10-WHO:A54.9,Liberia MoH:13 (STI),
119938AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Omfalocele,,Omphalocele,,,Diagnosis,N/A,,,PIH:8548;CIEL:119938;SNOMED CT:18735004;3BT:10074050;ICPC2:L82,ICD-10-WHO:Q79.2,
130149AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pitiriasis versicolor,,Pityriasis versicolor,,,Diagnosis,N/A,,,PIH:9064;CIEL:130149;SNOMED CT:56454009;ICD-10-WHO:B36.0;Liberia MoH:10 (Tinea Versicolor),,
3ccdf42e-26fe-102b-80cb-0017a47871b2,,Cervicitis,,Cervicitis,,,Diagnosis,N/A,,,PIH:149;PIH:CERVICITIS;CIEL:116995;SNOMED CT:37610005,ICD-10-WHO:N72,
49AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fístula vesico-vaginal,,Vesico-vaginal fistula,,,Diagnosis,N/A,,,PIH:7958;CIEL:49;SNOMED CT:89405008,AMPATH:49;ICD-10-WHO:N82.0,
115753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tuberculosis miliar,,Miliary Tuberculosis,,,Diagnosis,N/A,,,PIH:7590;PIH:Miliary Tuberculosis;CIEL:115753;SNOMED CT:47604008;AMPATH:1460,ICD-10-WHO:A19.9,
3f551a17-eefd-4806-89e1-25cddbb0b75e,,Torsión ovárica,,Torsion of Ovary,,,Diagnosis,N/A,,,PIH:10133;CIEL:124588;SNOMED CT:13595002;3BT:10077040,ICD-10-WHO:N83.5,
115451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,micetoma,,Mycetoma,,,Diagnosis,N/A,,,PIH:10072;CIEL:115451;SNOMED CT:95881004;IMO ProblemIT:49211;ICD-10-WHO:B47.9;3BT:10057208;ICPC2:A78,,
122793AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hipovitaminosis A con xeroftalmía,,Xerophthalmia,,,Diagnosis,N/A,,,PIH:7640;PIH:Xerophthalmia;CIEL:122793;SNOMED CT:69316005,SNOMED CT:162290004;SNOMED CT:363677007;ICD-10-WHO:E50.7;ICD-10-WHO 2nd:H19.8,
144025AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,malformaciones congénitas múltiples,,Multiple congenital anomalies,,,Diagnosis,N/A,,,PIH:9416;CIEL:144025;SNOMED CT:116022009;IMO ProblemIT:196045,,ICD-10-WHO:Q89.7
3cd4f2f6-26fe-102b-80cb-0017a47871b2,,Chalazión,,Chalazion,,,Diagnosis,N/A,,,PIH:896;PIH:CHALAZION;SNOMED CT:1482004;ICD-10-WHO:H00.1,Liberia MoH:40 (other eye condition),
111636AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,vejiga: incontinente,,Urinary Incontinence,,,Symptom,N/A,,,PIH:7228;PIH:Urinary Incontinence;CIEL:111636;SNOMED CT:165232002,ICD-10-WHO:R32,
118634AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hiperplasia endometrial,,Endometrial hyperplasia,,,Diagnosis,N/A,,,PIH:7995;CIEL:118634;SNOMED CT:237072009;3BT:10029925,ICD-10-WHO:N85.0,
136281AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,kernicterus del recién nacido,,Kernicterus of newborn,,,Diagnosis,N/A,,,PIH:9447;CIEL:136281;SNOMED CT:50143004;IMO ProblemIT:14460,ICD-10-WHO:P57.9,
3cd9c484-26fe-102b-80cb-0017a47871b2,,Neumonía bacteriana,,Bacterial pneumonia,,,Diagnosis,N/A,,,PIH:1350;CIEL:121252;ICPC2:R81,ICD-10-WHO:J15.9;Liberia MoH:6 (ARI),
f6320f6f-4acf-4143-abb5-02001a19e4f3,,Displasia cervical,,Cervical dysplasia,,,Diagnosis,N/A,,,PIH:7629;PIH:Dysplasie cervicale,ICD-10-WHO:N87.9,
139569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gastrosquisis,,Gastroschisis,,,Diagnosis,N/A,,,PIH:8359;CIEL:139569;SNOMED CT:72951007;ICD-10-WHO:Q79.3;3BT:10035324;ICPC2:L82,,
134213AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,microcéfalo,,Microcephalus,,,Diagnosis,N/A,,,PIH:7173;PIH:Microcephalus;CIEL:134213;SNOMED CT:1829003;ICD-10-WHO:Q02,,
162314AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mania sin síntomas psicóticos,,Mania without psychotic symptoms,,,Diagnosis,N/A,,,PIH:9518;PIH:Mania without psychotic symptoms;CIEL:162314;IMO ProblemIT:783075,Liberia MoH:45 (Mood disorder);SNOMED CT:231494001;ICD-10-WHO:F30.1,
b83dbc0e-b17f-4376-a0b9-c91d905bc1d7,,Hepatitis viral,,Viral Hepatitis,,,Diagnosis,N/A,,,PIH:7122;PIH:Viral hepatitis,ICD-10-WHO:B19.9,
113814AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,antecedente de: cesárea,,"Previous Cesarean Delivery, Unspecified as to Episode of Care or not Applicable cesarean delivery",,,Diagnosis,N/A,,,PIH:13528;CIEL:113814;SNOMED CT:161805006;IMO ProblemIT:21903661,ICD-10-WHO:O34.2,
119117AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Trastorno de la uña,,Disease of Nail,,,Diagnosis,N/A,,,PIH:8459;CIEL:119117;SNOMED CT:17790008;ICD-10-WHO:L60.9,,
133709AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mieloma multiple,,Multiple Myeloma,,,Diagnosis,N/A,,,PIH:8462;CIEL:133709;SNOMED CT:109989006;ICD-10-WHO:C90.0;3BT:10062347;ICPC2:B74,,
156199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Choque eléctrico,,Exposure to electric current,,,Diagnosis,N/A,,,PIH:9584;CIEL:156199;SNOMED CT:418908004;IMO ProblemIT:21876278;ICD-10-WHO:W87,,
121348AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,dermatitis atópica,,Atopic dermatitis,,,Diagnosis,N/A,,,PIH:7925;CIEL:121348;SNOMED CT:24079001;ICD-10-WHO:L20.9;3BT:10009583;ICPC2:S87,,
118033AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de húmero,,Fracture of Humerus,,,Diagnosis,N/A,,,PIH:9490;CIEL:118033;SNOMED CT:66308002;IMO ProblemIT:86401,ICD-10-WHO:S42.3,
120080AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Malformacion congenita de miembro(s),,Congenital anomaly of limb,,,Diagnosis,N/A,,,PIH:9546;CIEL:120080;SNOMED CT:60475009;IMO ProblemIT:5440;ICD-10-WHO:Q74.9,,
113771AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tumor cerebral maligno,,Malignant brain tumour,,,Diagnosis,N/A,,,PIH:8293;CIEL:113771;SNOMED CT:428061005;ICD-10-WHO:C71.9,,
b4a21c47-82a8-4dcd-9465-5bbc9245797a,,Exacerbación de falla cardiaca,,Congestive heart failure exacerbation,,,Diagnosis,N/A,,,PIH:9444;CIEL:162212;SNOMED CT:96311000119109;IMO ProblemIT:851920,ICD-10-WHO:I50.9;Liberia MoH:32 (Heart disease),
117474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hidrocele,,Hydrocele,,,Diagnosis,N/A,,,PIH:7530;PIH:Hydrocele;CIEL:117474;SNOMED CT:55434001;Liberia MoH:29 (Hydrocele),ICD-10-WHO:N43.3,
3ccd1bda-26fe-102b-80cb-0017a47871b2,,Caries dentales,,Dental caries,,,Diagnosis,N/A,,,PIH:131;PIH:DENTAL CARIES;CIEL:119558;SNOMED CT:80967001;AMPATH:5173;ICD-10-WHO:K02.9,,
125043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Talo equinovaro,,Talipes Equinovarus,,,Diagnosis,N/A,,,PIH:9613;CIEL:125043;SNOMED CT:397932003;IMO ProblemIT:85276;ICD-10-WHO:Q66.0,SNOMED CT:249808002,
3cd68008-26fe-102b-80cb-0017a47871b2,,Anafilaxia,,Anaphylaxis,,,Diagnosis,N/A,,,PIH:998;PIH:ANAPHYLAXIS;CIEL:148888;SNOMED CT:39579001;ICD-10-WHO:T78.2,,
123572AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,embarazo no deseado,,Unwanted pregnancy,,,Diagnosis,N/A,,,PIH:14094;CIEL:123572;SNOMED CT:58532003;IMO ProblemIT:197961,ICPC2:W79,ICD-10-WHO:Z64.0
3cd6f600-26fe-102b-80cb-0017a47871b2,,Sí,,Yes,,,Misc,N/A,,,PIH:1065;PIH:YES;PIH Malawi:1065;CIEL:1065;SNOMED CT:373066001;AMPATH:1065,,
118510AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,esofagitis,,Esophagitis,,,Diagnosis,N/A,,,PIH:11155;CIEL:118510;SNOMED CT:16761005;IMO ProblemIT:8163;AMPATH:1476;ICD-10-WHO:K20;3BT:10073742;ICPC2:D84,,
3ccc7d2e-26fe-102b-80cb-0017a47871b2,,enfermedad hepática inflamatoria,,Hepatitis,,,Diagnosis,N/A,,,PIH:29;PIH:HEPATITIS;CIEL:116986;SNOMED CT:128241005;IMO ProblemIT:1717636;AMPATH:29;AMPATH:5019,ICD-10-WHO:K75.9,
122936AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,discapacidad para caminar,,Walking disability,,,Diagnosis,N/A,,,PIH:10509;CIEL:122936;SNOMED CT:228158008;IMO ProblemIT:86047,,ICD-10-WHO:R26.2
3ccd206c-26fe-102b-80cb-0017a47871b2,,Celulitis,,Cellulitis,,,Diagnosis,N/A,,,PIH:134;PIH:CELLULITIS,ICD-10-WHO:L03.9,
3cd123ba-26fe-102b-80cb-0017a47871b2,,Dolor en espalda baja o lumbalgia,,Low back pain,,,Diagnosis,N/A,,,PIH:456;PIH:BACK PAIN;SNOMED CT:279039007,ICD-10-WHO:M54.5,
132338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura expuesta,,Open fracture,,,Diagnosis,N/A,,,PIH:8567;CIEL:132338;SNOMED CT:397181002,ICD-10-WHO:T14.2,
145443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,diarrea crónica de causa desconocida,,Chronic diarrhea of unknown origin,,,Diagnosis,N/A,,,PIH:11195;PIH Malawi:5018;CIEL:145443;SNOMED CT:17551007;IMO ProblemIT:9097,ICD-10-WHO:K52.9,
d4c6945e-9328-4d0c-91c5-20c853f0afa6,,Enfermedad cardiaca congénita,,Congenital heart disease,,,Diagnosis,N/A,,,PIH:3131;PIH:CONGENITAL HEART DISEASE;SNOMED CT:13213009,Liberia MoH:32 (Heart disease);ICD-10-WHO:Q24.9,
3cd97fb0-26fe-102b-80cb-0017a47871b2,,Desnutrición severa,,Severe protein-energy malnutrition,,,Diagnosis,N/A,,,PIH:1313;PIH:MALNUTRITION M3,ICD-10-WHO:E43;Liberia MoH:41 (Malnutrition),
123098AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,neumonía viral,,Viral pneumonia,,,Diagnosis,N/A,,,PIH:8872;CIEL:123098;SNOMED CT:75570004;ICD-10-WHO:J12.9;3BT:10081834;ICPC2:R81,Liberia MoH:6 (ARI),
137699AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,himen imperforado,,Imperforate hymen,,,Diagnosis,N/A,,,PIH:9731;CIEL:137699;SNOMED CT:65937002;IMO ProblemIT:6966;ICD-10-WHO:Q52.3;3BT:10043097,,
51ba536f-6d36-4c43-9d3c-822f511b31ec,,Hipotiroidismo,,Hypothyroidism,,,Finding,N/A,,,PIH:6357;PIH:Hypothyroidism;SNOMED CT:40930008,ICD-10-WHO:E03.9,
3cce870e-26fe-102b-80cb-0017a47871b2,,Cólera,,Cholera,,,Diagnosis,N/A,,,PIH:198;PIH:CHOLERA;Liberia MoH:4 (Cholera),ICD-10-WHO:A00.9,
3cd48f5a-26fe-102b-80cb-0017a47871b2,,Hematuria,,Hematuria,,,Symptom/Finding,N/A,,,PIH:840;PIH:HEMATURIA;CIEL:840;SNOMED CT:34436003,ICD-10-WHO:R31,
3ce603a2-26fe-102b-80cb-0017a47871b2,,Pneumotorax,,Pneumothorax,,,Diagnosis,N/A,,,PIH:2618;PIH:PNEUMOTHORAX,ICD-10-WHO:J93.9,
3cccf4a2-26fe-102b-80cb-0017a47871b2,,Infeccion aguda de las vias respiratorias superiores,,Upper respiratory tract infection,,,Diagnosis,N/A,,,PIH:106;PIH:Upper respiratory tract infection,ICD-10-WHO:J06.9,
3cce9ce4-26fe-102b-80cb-0017a47871b2,,Úlcera gástrica,,Gastric Ulcer,,,Diagnosis,N/A,,,PIH:212;PIH:GASTRIC ULCER,ICD-10-WHO:K25,
a18f0792-c770-4985-a287-d6b52bca38be,,Generalmente sano,,General good health,good health,,Finding,N/A,,,PIH:7960;PIH:General good health;CIEL:1855;SNOMED CT:135815002,,
116954AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hernia inguinal,,Inguinal hernia,,,Diagnosis,N/A,,,PIH:7480;PIH:Inguinal Hernia;CIEL:116954;SNOMED CT:396232000,SNOMED CT:84231005;ICD-10-WHO:K40.9,
3ccd369c-26fe-102b-80cb-0017a47871b2,,Alergia,,Allergy,,,Diagnosis,N/A,,,PIH:142;PIH:ALLERGY,ICD-10-WHO:T78.4,
112980AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,distocia de hombro,,Shoulder girdle dystocia,,,Diagnosis,N/A,,,PIH:8017;CIEL:112981;SNOMED CT:89700002,ICD-10-WHO:P03.1,ICD-10-WHO:O66.0
157380AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dermatitis de contacto,,"Irritant contact dermatitis, unspecified cause",,,Diagnosis,N/A,,,PIH:10039;CIEL:157380;SNOMED CT:110979008;IMO ProblemIT:1053255;ICD-10-WHO:L24.9;3BT:10115972;ICPC2:S88,,
816222a9-465a-4f18-bf01-2f38c8982e18,,Anemia en el embarazo,,"Anemia of Mother, Complicating Pregnancy, Childbirth, or the Puerperium, Unspecified as to Episode of Care",,,Diagnosis,N/A,,,PIH:3703;PIH:ANEMIA OF PREGNANCY;Liberia MoH:5a (Anemia in Pregnancy ),ICD-10-WHO:O99.0,
116642AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Muerte intrauterina,,Intrauterine fetal death,,,Diagnosis,N/A,,,PIH:7991;CIEL:116642;SNOMED CT:199605001,ICD-10-WHO:P96.9,
123354AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Varicocele,,Varicocele,,,Diagnosis,N/A,,,PIH:8512;CIEL:123354;SNOMED CT:51070004;3BT:10103342;ICPC2:K99,ICD-10-WHO:I86.1,
3cd471be-26fe-102b-80cb-0017a47871b2,,Neuropatía,,Peripheral neuropathy,PN,,Diagnosis,N/A,,,PIH:821;PIH:PERIPHERAL NEUROPATHY;CIEL:118983;SNOMED CT:302226006,ICD-10-WHO:G60.9,
114931AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fracturas femorales,,Femoral Fractures,,,Diagnosis,N/A,,,PIH:8556;CIEL:114931;SNOMED CT:71620000;3BT:10032481;ICPC2:L75,ICD-10-WHO:S72.9,
116689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,obstrucción intestinal,,Intestinal Obstruction,,,Diagnosis,N/A,,,PIH:9322;CIEL:116689;SNOMED CT:81060008;IMO ProblemIT:47245;ICD-10-WHO:K56.6,,
139006AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hematemesis,,Haematemesis,,,Diagnosis,N/A,,,PIH:8419;CIEL:139006;SNOMED CT:8765009;ICD-10-WHO:K92.0;3BT:10039364;ICPC2:D14,,
115115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,obesidad,,Obesity,,,Diagnosis,N/A,,,PIH:7507;PIH:Obesity;CIEL:115115;SNOMED CT:414916001,ICD-10-WHO:E66.9,
06cc08fb-414a-46e6-8c20-136535609812,,Fiebre reumática,,Rheumatic fever without heart involvement,,,Diagnosis,N/A,,,PIH:7164;PIH:Rheumatic Fever without heart involvement,ICD-10-WHO:I00;Liberia MoH:28 (Rheumatic Fever),
7c4d837b-5967-4ba6-902c-ca7651bebf34,,Dolor,,Pain,,,Diagnosis,N/A,,,PIH:6896;PIH:Pain,ICD-10-WHO:R52.9,
3ccc7a0e-26fe-102b-80cb-0017a47871b2,,Hepatitis B,,Hepatitis B,,,Diagnosis,N/A,,,PIH:27;PIH:HEPATITIS B;CIEL:111759;SNOMED CT:66071002;ICD-10-WHO:B16.9,Liberia MoH:27 (Hepatitis),
113612AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Prolapso genital femenino,,Female genital prolapse,,,Diagnosis,N/A,,,PIH:8370;CIEL:113612;SNOMED CT:73998008,,ICD-10-WHO:N81.9
3ccd2800-26fe-102b-80cb-0017a47871b2,,vaginitis aguda,,Vaginitis,,,Diagnosis,N/A,,,PIH:139;PIH:VAGINITIS,ICD-10-WHO:N76.0,
145809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Neoplasia intraepitelial cervical grado I, (NIC I)",,Cervical Intraepithelial Neoplasia Grade 1,,,Diagnosis,N/A,,,PIH:8476;CIEL:145809;SNOMED CT:285836003;ICD-10-WHO:N87.0;3BT:10063955,,
157460AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Atención de embarazo con historia de insuficiente atención prenatal,,late prenatal care complicating pregnancy,,,Diagnosis,N/A,,,PIH:14097;CIEL:157460;SNOMED CT:426403007;IMO ProblemIT:709257,ICD-10-WHO:Z35.3,
3ccc4764-26fe-102b-80cb-0017a47871b2,,Anemia,,Anemia,,,Diagnosis,N/A,,,PIH:3;PIH:ANEMIA;CIEL:121629;SNOMED CT:271737000,ICD-10-WHO:D64.9;Liberia MoH:5 (Anemia),
165609AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infección debida a COVID-19,,Infection due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),,,Diagnosis,N/A,,,PIH:12799;CIEL:165609;IMO ProblemIT:1494811645,SNOMED CT:186747009;ICD-10-WHO:U07.1;SNOMED CT:840539006;ICD-10-WHO 2nd:B34.2,
14d11d8a-e179-4590-a35d-2eeef0eca5aa,,Rabia,,Rabies,,,Diagnosis,N/A,,,PIH:7125;PIH:Rabies;SNOMED CT:14168008,ICD-10-WHO:A82.9,
3cf1a95a-26fe-102b-80cb-0017a47871b2,,disnea,,Dyspnea,,,Diagnosis,N/A,,,PIH:5960;CIEL:122496;SNOMED CT:267036007;IMO ProblemIT:27828302;IMO ProblemIT:42466;IMO ProblemIT:42469;AMPATH:5540,ICD-10-WHO:R06.0;SNOMED CT:271825005;AMPATH:2296,
155479AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infarto cerebral,,Cerebral infarction,,,Diagnosis,N/A,,,PIH:9780;CIEL:155479;SNOMED CT:432504007;IMO ProblemIT:40125;ICD-10-WHO:I63.9,,
119354AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,enfermedad causada por la superfamilia Filarioidea,,Filariasis,,,Diagnosis,N/A,,,PIH:7594;PIH:Filariasis;CIEL:119354;SNOMED CT:105706003,ICD-10-WHO:B74.9,
136308AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,cicatriz queloide de la piel,,Keloid Scar,,,Diagnosis,N/A,,,PIH:3733;PIH:KELOID;PIH Malawi:3733;CIEL:136308;SNOMED CT:33659008;IMO ProblemIT:62821;ICD-10-WHO:L91.0;3BT:10048547;ICPC2:S99,,
121255AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,meningitis bacteriana,,Bacterial meningitis,,,Diagnosis,N/A,,,PIH:7644;PIH:Bacterial meningitis;PIH Malawi:1358;CIEL:121255;SNOMED CT:95883001;IMO ProblemIT:30061;AMPATH:997,ICD-10-WHO:G00.9;Liberia MoH:18 (Meningitis ),
3ccd042e-26fe-102b-80cb-0017a47871b2,,Artritis,,Arthritis,,,Diagnosis,N/A,,,PIH:116;PIH:ARTHRITIS;CIEL:148432;SNOMED CT:3723001,ICD-10-WHO:M13.9,
142630AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,deshidratación,,Dehydration,,,Diagnosis,N/A,,,PIH:7503;PIH:DEHYDRATION;CIEL:142630;SNOMED CT:34095006;AMPATH:991,ICD-10-WHO:E86,
165632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Alta prioridad para vacunación de COVID-19,,High priority for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccination,,,Finding,N/A,,,PIH:12811;CIEL:165632;IMO ProblemIT:1494811643;SNOMED UK:1240601000000108,ICD-10-WHO:Z25.8;SNOMED CT:122541000119104,
149949AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,queratosis actínica,,Actinic Keratosis,,,Diagnosis,N/A,,,PIH:10104;CIEL:149949;SNOMED CT:201101007;IMO ProblemIT:31894;ICD-10-WHO:L57.0;3BT:10002304;ICPC2:S80,,
125163AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sindactilia,,Syndactyly,,,Diagnosis,N/A,,,PIH:8302;CIEL:125163;SNOMED CT:373413006;ICD-10-WHO:Q70.9,,
118883AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,trastorno disociativo,,Disassociation Disorder,,,Diagnosis,N/A,,,PIH:7945;PIH:Disassociation Disorder;CIEL:118883,SNOMED CT:44376007;ICD-10-WHO:F44.9,
3cf19000-26fe-102b-80cb-0017a47871b2,,Astenia y adinamia,,Malaise and Fatigue,,,Diagnosis,N/A,,,PIH:5949;PIH:FATIGUE;CIEL:140501;SNOMED CT:84229001,ICD-10-WHO:R53,
3cd6fac4-26fe-102b-80cb-0017a47871b2,,Desconocido,,Unknown,,,Misc,N/A,,,org.openmrs.module.emrapi:Unknown Cause of Death;PIH:1067;PIH:unknown;CIEL:1067;SNOMED CT:261665006;AMPATH:1067,,
3cccf632-26fe-102b-80cb-0017a47871b2,,tos,,Cough,,,Diagnosis,N/A,No;Desconocido;Sí,,PIH:107;PIH:COUGH;CIEL:143264;SNOMED CT:49727002;IMO ProblemIT:41149;AMPATH:107;AMPATH:5956;3BT:10041728;ICPC2:R05,SNOMED CT:263731006;ICD-10-WHO:R05,
3ce147b8-26fe-102b-80cb-0017a47871b2,,contacto de tuberculosis,,Contact with a tuberculosis positive person,TB_CONTACT,,Diagnosis,Coded,No;Sí;Desconocido,,PIH:2133;PIH:CONTACT WITH A TB+ PERSON;CIEL:124068;SNOMED CT:444507004;IMO ProblemIT:102044;ICD-10-WHO:Z20.1,,
e4fc1e73-75d8-4c86-bd6c-09cb210ffd50,,Defecto atrial septal,,Atrial septal defect,ASD,,Diagnosis,Coded,Desconocido,,PIH:3870;PIH:ATRIAL SEPTAL DEFECT;CIEL:148196;SNOMED CT:70142008,ICD-10-WHO:Q21.1,
3cf279a2-26fe-102b-80cb-0017a47871b2,,Parestesia,,Paresthesia,,,Symptom,Coded,Sí;No;Desconocido,,PIH:6004;PIH:PARESTHESIA;CIEL:6004;SNOMED CT:91019004;IMO ProblemIT:27679;AMPATH:6004,ICD-10-WHO:R20.2;SNOMED CT:22253000,
145347AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hepatitis C crónica,,Chronic Hepatitis C,,,Diagnosis,N/A,,,PIH:11213;CIEL:145347;SNOMED CT:128302006;IMO ProblemIT:194247;ICD-10-WHO:B18.2;3BT:10040687;ICPC2:D72,,
